V1-A;V2-A;V3-A;V4-A;V5-A;V6-A;V7-A;V8-A;V9-A;V10-A;V11-A;V12-A;V13-A;V14-A;V15-A;V16-A;B1-A;B2-A;B3-A;B4-A;B5-A;B6-A;B7-A;B8-A;B9-A;B10-A;B11-A;B12-A;B13-A;B14-A;R1-A;R2-A;R3-A;R4-A;R5-A;R6-A;R7-A;R8-A
4317.29;1648.46;1960.33;1500.81;2443.39;1227.62;1231.02;1069.41;593.27;356.08;364.27;479.32;476.33;9.93;67.72;-151.36;200.10;258.45;185.58;447.97;245.97;863.97;329.09;-95.11;135.45;146.09;-211.59;145.72;-68.94;-186.25;248.46;390.11;6.98;69.39;389.74;225.66;166.95;169.82
4584.95;1794.98;1768.23;1445.65;2066.01;1199.92;866.63;1233.81;744.91;372.08;313.98;119.17;139.23;8.10;-52.75;-140.76;-25.75;-49.33;18.36;179.25;277.82;809.37;-211.12;55.48;-100.17;7.02;91.72;-125.39;-297.24;-95.04;403.70;81.75;155.56;102.33;148.87;79.43;-92.76;111.89
4044.71;1781.47;1850.66;1327.23;2083.81;1234.67;1198.55;1054.38;681.64;514.60;161.23;177.65;416.44;125.42;7.28;50.71;53.41;312.54;504.77;481.15;314.22;808.83;95.78;333.10;295.50;116.43;2.54;45.09;-163.98;18.19;940.35;-156.41;-128.50;-60.45;-49.28;-149.84;-36.54;-153.83
3922.86;1826.20;1690.01;1760.85;2511.38;1256.36;1149.79;995.87;675.16;543.26;182.37;155.57;253.59;115.66;203.76;-52.20;93.55;-0.40;305.68;330.90;215.72;974.27;60.77;270.54;209.18;-40.50;-52.08;-280.20;-197.00;238.74;405.55;329.68;226.89;416.04;407.43;222.62;284.06;460.33
4416.88;1847.21;2039.12;1630.39;2370.29;1488.65;1386.67;818.32;590.07;505.98;212.64;162.66;195.62;61.46;101.69;-79.52;39.92;97.56;246.42;269.58;285.93;902.28;-69.69;-52.92;122.96;-183.00;14.15;-198.89;244.28;-281.26;751.30;-131.65;-49.68;256.95;141.78;-105.96;41.12;-316.14
3716.88;1708.83;1669.39;1886.33;2346.31;1201.94;1190.04;993.24;401.65;714.92;315.53;314.51;319.81;32.31;-49.07;-0.72;286.15;95.49;36.68;477.11;57.27;761.07;185.26;248.26;93.08;-16.26;-98.44;-157.36;11.53;-52.88;933.28;349.19;303.20;231.93;68.58;246.16;14.28;384.71
4268.25;1681.96;1925.06;1563.55;2424.89;1618.62;1379.68;1514.40;572.35;575.30;351.22;399.18;427.06;199.55;87.99;357.05;-61.43;41.23;268.74;447.97;197.09;853.52;177.11;225.89;407.29;3.79;-114.62;239.22;-253.41;-157.04;47.09;-170.00;-66.02;190.25;151.47;-9.27;-44.97;-456.87
4383.85;2133.06;2147.47;1701.42;2342.55;1373.84;1484.92;1044.56;848.37;472.83;404.26;290.52;125.65;246.32;-9.77;88.12;-124.72;-91.92;391.23;387.82;117.77;738.75;195.68;-32.97;60.21;57.32;322.39;-123.43;74.58;65.55;2.19;67.44;40.45;-280.19;-135.01;-172.10;9.29;-161.33
3990.58;1871.67;1937.34;1614.91;2312.84;1049.18;901.88;953.31;924.21;371.51;-28.24;189.20;389.37;200.30;27.96;138.10;11.53;-11.76;106.11;133.13;312.58;874.34;-142.20;285.70;-36.23;182.84;-7.47;57.70;50.80;31.06;304.59;-160.56;-14.51;528.61;247.39;325.43;-37.69;161.21
4382.61;1622.16;2044.07;1503.99;2475.68;1259.21;918.43;881.48;653.94;600.27;409.69;195.16;24.41;37.21;210.41;107.20;13.05;21.19;319.14;350.51;210.98;987.33;-372.02;-168.95;-6.90;-41.10;-69.10;69.82;28.50;0.39;613.72;113.43;316.90;248.34;297.99;170.83;184.71;215.58
4287.14;1433.57;1622.45;1552.00;2189.86;1057.03;1139.54;1138.27;716.78;810.18;248.24;169.27;116.20;240.34;-125.25;86.03;149.64;71.13;253.53;191.46;150.39;768.65;41.44;-117.99;195.11;221.27;65.84;166.88;248.16;91.29;859.87;230.68;125.48;303.10;30.56;391.98;138.10;599.96
3768.84;1473.31;1583.14;1455.07;1941.36;1024.82;815.70;887.57;301.82;477.80;316.95;-42.84;183.38;-65.45;-63.20;-61.68;-49.07;133.59;425.70;110.44;640.74;815.26;267.23;-30.14;146.34;62.50;63.02;120.95;-103.89;165.80;495.65;-108.52;208.60;160.06;-130.48;-119.49;27.91;-54.62
4227.91;1407.60;2009.68;1501.90;2002.48;1186.12;887.86;745.26;652.78;600.05;456.57;207.05;154.18;101.21;188.45;-81.01;276.96;141.21;377.73;255.64;631.17;937.11;-174.53;262.23;47.86;-97.62;382.79;-75.22;354.45;124.50;897.71;236.01;-325.79;203.08;136.13;210.04;148.82;515.24
4413.92;2073.91;1700.23;1488.78;2373.70;1426.47;1199.63;1242.05;602.52;615.84;249.27;-36.40;183.92;-44.98;9.56;146.30;-19.42;380.10;455.49;404.44;408.21;776.00;139.57;252.96;174.45;22.56;111.64;-86.70;-57.41;130.25;550.02;108.73;-120.85;428.02;110.02;138.36;354.69;150.52
4091.92;1527.69;1778.27;1513.58;2338.22;1451.45;1219.82;1011.91;737.87;439.91;400.99;-9.42;127.78;104.86;168.23;-111.46;-103.17;232.29;439.56;389.64;463.01;742.49;95.37;-75.25;25.56;-86.22;223.52;269.95;-181.47;117.03;443.81;218.18;217.70;384.03;-68.95;284.46;286.60;-31.74
4259.30;1543.06;2097.90;1857.91;2476.29;1310.22;1277.17;1379.19;990.59;805.48;189.47;238.95;77.22;296.19;-52.83;-38.53;-162.26;111.56;372.02;386.01;410.44;873.61;43.11;-120.18;419.41;-0.84;224.11;50.69;-150.92;190.60;-91.07;-380.21;137.39;187.32;-61.03;24.64;-187.37;87.05
4786.90;1845.32;2081.27;1618.66;2433.86;1275.34;1129.69;971.10;594.91;555.57;526.14;163.00;25.99;-264.55;-11.25;55.37;-72.35;121.65;131.90;598.39;495.81;966.78;-26.54;476.34;210.73;-77.57;40.91;82.30;-131.51;22.53;118.95;271.68;113.11;584.76;115.10;-111.13;235.20;139.96
4291.21;1708.40;1794.42;1259.65;2167.24;1493.38;1150.75;787.03;560.99;510.46;61.39;-168.19;246.81;186.14;-157.06;114.12;56.35;0.09;466.56;259.59;338.23;662.60;-37.50;75.80;417.19;237.65;209.88;-46.13;71.74;426.13;538.67;-496.70;202.39;496.64;-157.12;-329.82;-219.69;371.49
4067.80;1592.92;1869.96;1610.34;2326.27;1124.51;1110.93;765.07;632.03;657.69;532.26;131.27;337.51;-209.89;109.77;148.11;-71.35;127.20;270.54;337.03;578.69;1046.31;-74.58;-196.62;-185.85;21.80;10.89;68.62;31.31;12.32;792.85;152.21;531.46;158.76;334.90;198.18;175.79;834.52
4349.16;1622.46;1918.96;1839.81;2664.77;1273.76;1123.78;944.02;596.77;490.68;315.70;31.38;377.25;-191.66;53.17;125.89;131.22;269.07;137.07;220.19;346.38;838.14;-22.10;111.73;-65.02;51.18;62.78;-7.96;221.54;51.90;234.54;124.89;84.35;-183.67;149.28;201.67;107.25;115.56
4223.92;1684.76;1828.19;1129.67;2479.14;1134.76;1019.93;916.98;533.07;359.50;370.08;51.22;175.50;19.10;-213.20;193.80;143.62;82.05;157.59;218.92;107.66;923.51;64.40;566.07;-85.59;213.61;-103.93;-181.85;-54.97;-136.19;295.21;154.73;198.95;273.89;362.65;526.93;298.30;744.94
3920.76;1984.56;1835.65;1479.10;2587.64;1369.51;881.65;902.78;463.71;569.37;-185.94;257.23;481.20;27.62;168.82;185.68;284.89;61.84;233.24;451.37;146.97;461.05;-45.24;-62.28;362.38;46.64;-34.55;-145.36;40.27;-221.10;229.87;7.26;159.85;277.43;117.03;252.07;-136.71;577.77
4349.08;1634.47;1875.97;1369.35;2656.37;1435.37;1123.61;1437.92;619.20;418.63;594.08;183.97;313.82;73.80;44.46;165.79;219.78;192.83;472.91;355.73;397.91;1337.16;205.73;48.68;-267.85;141.35;21.95;-30.09;196.64;60.08;211.96;-109.82;-166.87;-142.02;-219.39;-240.75;-230.66;-49.56
4530.47;1396.63;1577.53;1342.19;2060.01;974.29;1087.27;1140.46;698.11;633.68;369.00;501.54;207.37;42.94;85.62;195.24;86.27;220.40;423.27;76.94;355.95;718.48;-88.89;-70.82;-116.01;198.59;128.02;-50.81;213.26;161.42;226.51;-54.22;-21.14;231.64;-66.11;139.83;163.72;286.93
3877.84;1871.28;1459.61;1511.06;2005.02;1144.31;1095.17;1159.48;623.43;653.82;770.72;144.85;92.13;114.04;-71.36;91.21;89.65;93.46;347.45;74.31;336.68;752.95;42.21;-127.30;-28.20;101.29;-68.30;71.98;237.24;81.98;613.89;193.63;59.85;961.07;293.82;266.83;157.42;123.84
4227.43;1589.91;1937.25;1757.71;2571.67;1244.75;1311.08;1047.80;795.65;366.89;476.55;112.21;202.45;-20.52;112.86;33.95;-123.24;-76.90;513.81;37.77;136.77;836.67;258.85;68.58;28.24;144.30;164.08;136.96;143.00;32.42;77.24;298.88;-12.00;-62.44;-110.72;416.18;188.35;466.53
3988.82;1934.88;1864.25;2010.64;2427.29;1550.39;1315.94;701.56;875.38;681.95;365.43;495.49;245.93;-55.40;192.98;26.88;-34.20;43.65;434.07;227.41;460.05;1055.58;118.56;187.35;483.44;117.07;63.89;-4.32;214.82;170.45;344.28;23.42;-5.02;702.00;202.11;200.19;403.38;399.11
4169.74;1504.65;1675.79;1744.98;2108.27;1110.09;1329.84;712.60;896.17;561.50;437.24;6.27;357.84;46.72;206.94;-155.46;30.26;363.28;331.02;599.80;296.45;833.20;-136.63;-19.73;449.79;30.85;-24.81;-39.65;-170.50;102.44;943.88;337.86;283.72;259.67;508.76;153.73;72.34;-39.73
4131.41;1751.11;1858.68;1426.77;2336.73;1189.05;1284.12;1131.56;814.14;553.76;249.45;151.03;375.04;48.38;43.44;70.48;97.06;-13.61;255.38;323.46;217.95;784.90;-339.68;-23.10;305.49;252.80;120.47;147.64;-31.15;-64.54;803.65;414.37;237.70;569.07;664.80;420.77;222.48;302.39
4101.98;1486.92;1599.81;1209.42;2138.19;928.85;1424.31;904.75;615.44;363.11;588.65;292.76;116.57;52.87;22.17;-190.14;217.35;389.18;556.56;318.37;485.34;1033.94;-122.13;-10.96;609.35;295.09;248.09;-31.81;178.99;156.92;105.96;-137.98;-45.90;249.68;25.16;155.62;-7.53;31.16
4364.50;1856.94;1582.13;1575.98;2345.44;1472.79;1120.44;1322.43;644.18;543.30;441.50;482.91;399.82;-38.29;141.84;77.47;46.99;141.29;574.83;621.77;200.91;910.04;-12.54;148.67;385.81;-103.48;115.65;63.10;-119.86;-45.57;610.74;-52.29;218.43;288.07;169.86;554.41;85.56;6.12
4110.08;1670.29;1899.31;1503.86;2664.90;1512.80;1208.10;1340.49;472.31;674.48;392.03;158.85;32.24;358.95;58.93;247.88;125.37;79.32;333.95;446.74;201.92;991.57;-45.42;297.67;-95.17;423.40;-34.31;-55.77;96.64;90.62;559.78;-92.70;-275.38;217.83;136.13;-323.21;-246.86;113.93
3969.80;1689.88;1792.35;1867.54;2201.50;1220.78;1033.43;979.34;621.06;575.13;525.32;186.65;149.27;48.71;224.62;133.08;262.18;100.07;95.99;264.59;295.45;780.25;19.93;188.03;670.51;219.67;138.32;140.88;383.36;34.77;6.35;-50.86;-19.06;-6.50;5.20;-314.97;36.30;-28.06
4383.90;1926.26;1483.65;1634.40;2638.56;1333.97;1173.71;686.61;530.00;365.66;528.29;262.59;471.25;122.51;-39.51;106.84;-13.22;49.11;533.84;512.51;252.12;569.06;-318.99;212.65;-222.99;-96.90;39.28;11.88;-150.12;167.83;686.68;57.49;-147.99;390.73;128.87;-73.98;11.83;232.15
3710.24;1748.87;1702.69;1600.09;2097.42;1184.85;1270.66;758.93;825.38;515.69;187.54;238.77;143.31;119.94;469.08;-68.43;20.59;253.78;575.33;233.40;244.06;456.98;-127.30;233.19;390.99;98.06;123.73;-28.69;-24.30;186.76;158.98;-28.07;-356.67;-375.94;-234.36;-366.23;-340.94;-319.68
4115.81;1481.15;1624.77;1413.17;2132.07;1148.92;1050.84;916.93;675.33;369.13;39.65;204.84;22.03;116.16;262.90;-34.15;11.92;70.47;109.80;595.40;276.45;687.76;161.76;-236.48;-52.53;-22.04;-73.75;155.80;207.65;2.11;207.08;259.01;-52.96;217.38;-89.49;55.19;211.06;93.01
4278.02;1814.45;1498.69;1526.05;2144.41;1095.98;1239.62;1161.54;848.76;705.73;182.93;212.49;404.57;50.50;-183.93;-8.56;43.00;394.95;216.45;405.71;397.45;597.55;142.78;-150.27;33.46;50.58;-73.23;59.18;-87.63;-18.58;694.12;57.95;304.61;338.12;320.17;351.26;335.04;186.42
4167.17;1952.10;1543.18;1642.17;2109.49;1138.53;1124.61;877.31;785.75;563.57;412.79;147.87;193.41;-12.29;149.15;4.90;126.32;140.55;258.62;277.25;375.36;1004.26;94.56;-115.11;295.64;30.45;-10.06;81.34;98.84;200.88;358.16;24.89;-44.15;720.81;197.12;-138.15;-33.06;366.64
4822.02;1428.06;1792.13;1641.60;2505.65;1500.22;1271.23;1086.72;616.73;714.31;380.67;266.96;-12.20;-178.16;-6.90;-49.22;142.97;219.08;341.55;295.31;413.76;1072.24;212.43;264.52;-111.65;-180.93;-63.73;289.80;-179.95;121.05;346.68;217.67;211.79;-59.56;286.85;93.08;106.68;188.46
4247.48;1491.18;1786.56;1234.84;2448.03;1352.68;1117.53;1025.36;665.27;457.27;342.35;544.46;217.86;-180.91;169.50;29.09;-204.57;45.23;398.52;245.48;241.10;913.10;-59.96;-28.45;-31.87;20.81;52.08;36.21;295.80;170.61;-25.61;270.13;127.91;-109.61;-253.29;145.94;252.80;-129.47
4542.33;1335.49;1488.82;1323.39;2255.66;920.66;949.47;1066.65;933.29;582.16;328.06;127.34;592.78;141.12;78.05;-25.68;-16.82;137.46;157.95;213.97;302.96;618.91;243.63;-113.65;72.42;-18.50;272.74;64.70;218.94;-215.98;-262.21;-202.61;65.08;448.50;-177.53;-241.98;5.56;5.83
4281.57;1612.86;2252.36;1609.07;2297.05;1213.64;1067.34;977.99;626.20;481.14;355.91;305.04;244.81;82.56;-74.11;-114.24;133.86;263.96;314.60;323.28;326.11;558.28;-232.45;-106.12;-84.09;-162.79;96.85;-31.13;5.48;-86.44;283.27;283.73;253.78;31.77;-101.41;133.03;-5.52;226.03
4190.08;1767.47;2049.47;1715.46;2191.74;1489.13;1369.00;1002.88;543.61;756.46;682.85;226.37;288.83;137.34;-2.83;13.82;-6.63;7.75;127.71;-46.30;256.04;858.86;222.94;-235.11;-264.40;156.45;-290.99;-59.54;158.37;-113.15;239.12;296.28;-138.54;40.79;-27.34;56.63;102.13;-106.87
4538.69;1423.58;1882.28;1393.68;1904.70;1175.30;1123.96;1081.24;773.13;589.33;357.94;304.52;37.77;-77.33;218.49;65.98;75.86;-56.07;222.80;202.67;313.40;739.11;83.55;-5.71;320.84;-92.12;-47.95;-92.98;147.88;-128.37;660.48;-136.39;-22.16;-85.31;-206.73;-221.93;129.67;-127.11
4390.41;1525.02;1694.83;1185.96;2144.67;1123.59;1093.96;867.76;686.27;547.74;305.11;276.73;542.42;257.49;116.84;-57.86;70.27;148.43;279.50;16.20;239.87;804.58;212.70;-8.54;253.91;-46.60;19.88;-117.79;-73.22;28.87;56.05;-41.63;-288.87;-350.27;-165.08;-189.16;-24.39;91.46
4262.68;1683.86;1781.56;1342.84;2222.76;1508.90;1006.56;1081.81;683.89;611.00;481.97;315.11;254.80;77.50;259.05;74.94;135.73;85.84;341.10;390.45;584.97;1071.10;87.94;-91.09;220.72;-109.94;234.81;-1.64;-10.81;127.70;-160.41;72.52;-281.72;-60.25;-287.10;-164.64;-234.30;-115.73
4380.47;1557.14;1661.27;1530.59;2261.13;1211.10;1047.85;985.09;595.51;269.96;339.90;57.62;167.17;171.81;121.32;-55.53;301.71;80.60;467.24;396.13;207.70;637.26;183.00;-154.61;133.95;-105.03;-90.21;179.93;-35.31;51.08;-44.44;221.37;214.98;202.07;-72.37;162.80;165.07;246.34
4394.52;2247.85;1908.47;1618.71;2351.65;1300.40;1117.75;845.19;768.81;569.99;462.60;468.82;451.55;51.75;7.45;225.30;151.12;205.73;381.15;395.22;230.12;887.99;57.74;-130.04;158.33;88.45;161.18;-20.25;-117.98;114.76;667.76;43.85;108.94;478.28;326.44;20.34;198.13;214.28
4034.22;1865.81;2083.99;1678.53;2479.09;1284.80;1430.74;985.74;928.23;723.27;503.50;154.75;355.67;-69.69;136.59;154.62;393.87;124.56;267.66;248.43;360.64;701.77;294.31;146.89;133.49;236.53;-79.87;99.39;-8.61;62.23;-5.47;42.34;-75.50;-10.07;-56.33;-71.23;-133.64;-29.53
4120.78;1709.73;1709.13;1269.72;2194.19;1092.26;1138.98;1156.72;664.75;500.75;203.47;157.51;147.89;108.81;78.64;212.08;116.39;-33.65;510.89;351.01;271.53;705.24;101.17;358.63;221.90;149.16;44.97;119.67;206.33;-47.80;391.55;172.35;7.57;429.08;68.87;96.00;227.30;238.18
4802.41;1877.31;1951.64;1356.05;2231.99;1263.20;1421.92;1118.06;724.69;547.52;350.70;244.01;-28.82;177.50;255.80;151.04;326.85;8.41;307.26;576.47;375.31;1368.48;-7.74;181.23;-4.77;9.77;-37.41;224.46;-79.47;179.14;712.83;231.78;99.62;172.05;109.32;189.78;7.16;384.50
4500.96;1711.46;1793.01;1751.04;2723.31;1226.21;1017.33;1252.31;778.66;540.44;592.06;103.57;688.15;127.79;56.56;70.16;172.66;34.75;145.49;136.72;239.82;902.60;-177.65;147.49;154.02;141.23;109.57;-20.33;-86.11;-47.29;352.78;10.37;-186.10;-70.85;-23.18;108.63;-11.66;131.06
4486.35;1496.17;1453.03;1863.75;2218.96;1098.13;1027.88;1033.38;1118.51;226.22;722.50;350.42;333.68;91.82;-12.99;9.48;-68.10;190.36;161.87;367.12;357.64;1204.27;209.72;490.95;147.34;245.70;172.87;-93.71;1.84;62.38;-171.76;-7.93;167.60;311.76;-174.23;12.01;-193.83;89.78
4018.03;1601.02;1781.61;1692.66;2349.51;1228.80;1259.29;1162.15;581.08;521.10;44.65;110.22;-11.83;-42.36;91.84;122.31;86.18;211.41;254.52;302.71;632.99;1068.91;-35.14;278.81;356.53;417.98;-126.43;20.17;129.23;453.94;433.68;-88.84;-231.91;47.73;114.07;-111.33;16.37;72.32
4209.10;1489.80;1647.19;1822.94;2529.36;1400.88;1158.60;1262.61;661.12;840.16;240.32;56.11;456.88;-40.62;173.73;111.06;-107.29;155.17;354.06;160.87;322.60;886.94;22.42;389.04;90.22;-10.32;-14.63;35.01;-214.26;-1.13;71.99;38.65;120.55;459.02;-58.56;4.18;-13.46;403.35
4741.24;1840.19;1913.61;1582.30;2674.79;1283.75;967.49;1466.50;431.08;544.58;189.26;272.97;331.56;-74.67;-7.61;393.26;35.63;166.75;246.87;279.52;332.44;919.03;-29.48;384.93;320.93;362.69;-56.38;94.51;74.70;357.61;753.78;-34.96;-38.54;-32.17;349.12;49.08;-100.29;16.89
4327.66;1872.96;1513.39;1763.73;2405.42;1365.08;1249.30;1235.21;524.55;472.70;36.47;183.66;94.62;81.48;-92.68;-1.13;255.63;231.76;416.61;441.02;426.47;1004.72;26.22;207.26;67.47;284.72;-10.14;203.65;100.36;102.63;738.98;-3.02;253.44;618.88;95.47;259.78;164.86;118.54
4377.73;1861.12;1810.87;1597.65;2771.43;1532.21;1532.55;1251.39;753.73;527.96;484.98;326.87;291.91;168.36;94.59;198.18;193.99;12.11;525.65;236.40;120.41;680.77;185.22;153.65;470.72;420.81;37.45;67.94;56.73;118.59;123.58;181.88;-63.89;159.78;23.51;-57.20;-385.33;613.75
3889.28;1605.75;1578.89;1842.17;2515.49;1397.73;1108.98;1001.56;718.03;380.61;354.36;362.53;141.89;2.74;-88.32;17.40;206.99;154.38;404.42;310.57;240.82;1043.85;-78.93;-3.88;43.63;164.50;128.30;-28.37;140.20;259.40;221.76;128.71;-209.32;-29.21;245.04;-251.29;37.32;306.59
4302.26;1728.33;1380.56;1471.81;2308.47;1111.10;1388.49;954.36;518.68;450.37;392.16;249.45;429.06;114.62;-6.51;133.84;142.27;108.44;199.35;318.28;250.48;663.42;185.44;31.69;-28.02;77.45;85.04;27.57;17.81;0.63;91.41;-254.65;287.68;713.74;216.95;153.65;93.50;61.80
4730.92;1637.91;1780.86;1390.58;2325.88;1610.60;1592.11;1070.95;739.81;645.16;722.37;445.78;319.06;124.96;-69.25;211.84;-79.55;89.23;60.66;525.58;275.13;999.61;80.56;415.34;369.15;16.46;65.40;127.43;18.01;136.89;30.02;130.18;-202.52;267.96;-117.32;169.77;-175.22;256.95
4203.66;1748.31;1853.68;1658.30;2174.77;1318.94;1233.50;931.09;707.96;529.50;507.37;170.83;514.23;243.41;124.96;-34.36;83.19;321.22;58.05;212.93;344.65;958.79;85.50;118.86;226.53;47.71;93.07;26.33;173.70;206.16;330.62;-43.85;318.13;368.71;-142.97;33.99;-37.36;302.02
4379.14;1894.79;2239.20;1842.99;2644.77;1403.64;1303.79;1200.37;755.41;618.43;587.71;373.77;399.07;-127.41;121.45;250.21;240.20;387.24;403.74;287.83;276.91;582.02;-234.62;80.41;76.51;163.47;95.02;-134.12;1.96;214.10;360.26;277.27;86.26;373.22;352.09;148.07;-7.73;324.13
4507.47;1675.55;1554.93;1889.87;2226.48;1199.57;1240.88;977.81;688.99;395.95;342.40;399.14;225.23;381.46;184.73;-163.46;111.93;391.51;374.54;37.36;322.05;1069.96;203.87;172.01;-24.38;144.73;52.00;268.31;111.89;388.15;85.40;6.00;118.00;-58.87;-145.57;69.92;-266.83;-265.31
4238.83;1921.36;1889.22;1707.57;2568.39;1326.08;1245.96;1300.61;689.64;242.66;346.14;195.64;422.52;93.07;-103.60;45.73;61.90;122.36;326.48;539.70;238.36;661.96;67.47;450.59;398.16;293.45;36.54;122.19;117.30;130.87;20.81;-54.51;69.34;409.58;219.47;49.58;-232.22;-347.02
4035.46;1792.70;1785.25;1530.20;2290.79;1056.41;1087.84;1238.02;561.07;679.27;325.86;130.84;279.00;-208.73;152.03;-100.25;291.87;121.17;258.93;280.93;331.94;994.91;222.35;439.13;245.15;253.87;-8.27;195.97;-60.61;5.75;60.67;-76.67;-39.56;-91.24;-175.30;-177.11;237.53;166.47
4063.99;1681.49;1757.13;1797.26;2336.12;1335.54;1195.77;785.32;562.58;393.97;173.03;524.28;241.14;137.05;125.34;152.17;-55.62;49.55;205.07;225.82;280.37;925.10;125.08;185.61;216.13;220.39;9.06;166.72;-90.11;67.47;101.21;337.70;465.95;389.76;431.93;214.01;105.49;577.12
3894.80;1797.35;1742.83;1406.02;2247.52;984.24;955.68;731.14;493.22;723.89;234.33;127.38;481.24;120.77;-52.67;136.54;-17.64;196.26;192.92;610.01;80.46;808.19;61.18;96.30;149.70;76.93;174.85;-25.33;5.84;-144.37;506.00;75.20;185.80;456.79;102.19;110.72;-287.62;120.70
4610.61;1705.90;1949.01;1300.11;2212.18;1495.27;1212.31;1199.27;495.04;570.12;219.01;-19.28;320.06;275.97;153.98;59.23;30.43;256.43;298.13;156.28;279.55;672.42;-62.49;111.41;81.69;194.44;-24.61;-178.69;140.48;86.91;443.98;474.50;2.25;338.61;443.02;331.95;27.13;688.65
3913.65;1837.70;1688.30;1556.75;2342.46;1341.11;1230.20;1205.67;662.24;669.91;273.12;-3.89;441.88;365.13;89.00;257.72;-37.80;306.64;22.59;416.33;408.30;769.84;187.44;216.07;347.72;58.40;215.65;281.04;272.26;200.61;308.17;-58.54;-344.59;-149.46;-243.64;-269.66;-319.09;-420.81
4496.97;1698.24;1814.95;1882.76;2277.58;1272.75;1462.95;1233.46;946.38;693.38;611.17;-25.42;244.10;237.68;510.96;16.19;201.18;257.04;139.46;93.64;83.96;1074.39;437.50;107.03;97.40;-13.71;-15.55;-4.96;16.45;-8.25;-72.87;11.75;-238.38;-282.67;223.84;-210.04;92.15;65.63
4055.04;1851.65;1865.48;1676.00;2303.79;1467.09;1288.33;1030.05;782.77;552.36;532.51;23.82;450.09;-10.05;64.76;-175.63;63.25;98.84;434.48;31.59;415.90;893.33;255.09;125.98;-77.42;-26.87;-177.76;-163.24;87.19;-87.69;115.97;42.05;-136.67;140.07;188.95;152.91;-108.15;221.46
4431.40;1498.67;1661.40;1533.03;2070.07;1533.66;1385.28;856.62;571.62;509.10;245.61;411.20;179.71;109.85;24.03;121.35;250.65;108.88;65.52;227.91;402.97;621.97;97.05;11.64;-24.75;186.11;143.88;111.35;200.57;-164.94;294.46;-164.59;302.52;-197.60;60.04;-19.40;85.11;-101.04
4721.71;1712.06;1709.05;1973.63;2128.31;1328.45;1260.33;1269.88;814.66;516.97;341.06;143.90;328.14;122.31;-177.37;-75.58;8.76;85.36;345.65;111.34;340.73;858.27;-164.66;-26.62;404.66;-75.58;78.64;-61.14;132.79;235.73;1106.48;110.50;255.73;353.03;487.02;292.75;219.20;132.45
4304.36;1790.46;1903.91;1568.83;2424.84;1164.30;1079.67;855.62;478.92;614.87;265.68;130.93;260.51;182.61;90.69;193.43;29.74;55.50;21.47;49.43;63.83;769.93;179.69;344.38;542.19;280.42;78.80;-99.27;144.68;224.16;537.95;15.40;107.41;185.17;255.88;-76.23;-158.48;-255.72
3895.79;1715.16;1149.72;1213.26;1953.44;1215.92;1144.58;1129.81;919.03;622.25;218.53;211.07;159.89;-65.12;253.89;15.51;-37.67;207.89;180.59;-76.98;320.05;997.78;-88.03;210.68;475.58;233.38;49.10;-124.71;104.09;-107.40;321.87;73.10;-44.49;-306.47;-23.88;34.36;14.57;124.62
4253.90;1997.78;1899.44;1419.49;2430.31;1378.75;1309.52;1085.89;839.73;657.16;360.74;120.55;98.37;282.49;67.39;115.92;46.73;126.67;195.57;289.69;345.61;996.32;113.58;18.49;234.29;-52.18;-164.32;38.57;96.20;-10.87;-13.20;223.80;41.09;-193.21;234.19;111.54;10.76;-217.30
4245.17;1755.33;1936.64;1947.90;2485.04;1405.22;1249.39;1377.00;811.64;677.34;243.03;258.10;570.04;43.19;33.59;142.08;114.40;-14.01;210.42;163.73;266.56;746.15;-114.44;-279.27;153.79;229.92;-10.26;-107.99;152.01;199.24;308.12;-6.08;63.04;169.20;176.83;-217.05;44.19;-135.67
4242.55;1607.04;1701.19;1673.73;2418.59;1438.96;1230.24;1026.63;444.22;688.50;333.40;35.70;271.21;-86.63;103.85;-127.98;153.76;376.05;405.23;248.20;126.61;713.96;-92.25;75.98;-66.02;116.83;-1.47;46.05;174.34;-78.38;820.09;31.85;-125.23;328.17;187.80;246.70;80.24;281.18
3965.56;1693.03;1856.88;1463.49;2175.51;852.21;1277.48;1106.93;637.87;636.85;270.37;317.36;223.32;95.69;-83.38;75.78;64.98;148.87;238.77;277.57;72.26;728.16;325.51;-24.57;245.60;18.46;-86.55;-149.12;157.21;-19.91;-138.08;-136.56;-18.04;-120.17;-117.57;-148.48;-94.03;134.94
4291.55;1823.57;1626.53;1446.26;2256.54;1217.84;1137.07;658.70;615.18;451.73;413.60;385.05;153.93;97.80;122.89;36.89;77.21;115.79;214.88;241.84;602.42;1092.74;-148.08;15.89;137.62;181.68;-158.59;103.35;-52.88;130.83;-45.41;134.92;457.74;108.59;-35.14;-135.57;-45.71;120.21
3687.63;2163.46;1980.11;1866.37;2667.09;1275.51;1357.10;1128.18;855.42;625.46;279.15;452.13;94.25;96.81;120.30;99.17;20.94;133.68;119.12;267.44;207.16;887.67;-256.13;-79.91;349.40;588.02;123.49;-108.03;113.65;49.28;506.12;-82.63;-194.18;337.15;-40.21;110.96;-161.06;184.70
