640	10942659
641	11528924
642	12218983
643	12975761
644	13563947
645	14324507
645	15062974
646	16976028
647	17405243
648	17705051
650	18795817
651	20388541
652 21630921
653	22569013
654	22018919
655	22739434
655	24042444
656	24185303
657	24684444
658	22971236
660	23700920
661	23217994
662	22073014
663	21910513
664	20998894
665	20515236
665	18652775
666	18564476
667	16931681
668	16191969
670	14862398
671	13822035
672	12945214
673	12085078
674	11310155
675	10414082
676	10049740
677	8659585
678	8711717
679	8117449
680	7549952
681	7230791
682	7246672
683	6542584
684	6403993
685	5675864
685	5836605
686	5296624
687	5652666
688	5221133
690	5449234
691	5011504
692	5255357
693	4808495
694	4621110
695	4607459
696	4681139
697	4306652
698	4694272
699	4110230
700 4493687
700	4265845
701	4179760
702	4164103
703	4645823
705	4599607
706	4305079
707	4885274
708	4486604
709	4697343
710	4574397
711	4619874
712	5515586
713	5192889
714	5306162
715	5739361
716	5404212
717	5898633
718	6460394
719	6607378
720	6605443
720	7501943
721	7923122
722	7947512
723	8761727
725	9263258
726	10247771
727	11199883
728	12289859
729	12950597
730 14138378
730	15634640
731	16543543
732	18321707
733	19516304
735	22657556
736	23821522
737	25808244
738	29428605
739	30513480
740 35086178
740	36441978
741	40573183
742	45795647
743 48135946
745	53015018
746	57992002
747	62339228
748	68653965
749	73021243
750	78595805
750	85607194
751	91232189
752	98435877
753	103296886
755	113713231
756	122503191
757	128210097
758	136489955
759	142606158
760	151252925
760	160540934
761	168491598
763	177933227
764	186570516
765	196320079
765	202410304
766	209573625
768	219823059
769	226064810
770	233134618
770	238906890
771	244531041
773	254538089
774	255707138
775	261854201
775	263341249
776	266431310
778	267502718
779	270659953
780	271251921
780	270040470
781	270124731
783	267816407
784	263597438
785	261038832
785	258413383
786 255777476
788	248244413
789	243563077
790	239581356
790	233282557
792	222232551
793	218352676
793	209824149
795	203397315
796	192238441
796	187367548
797	180346666
799	173357684
800	164006886
800	157667222
802	149584833
803	143173445
803	135693150
805	129036602
806	122430653
806	115241204
807 110923101
809	102900970
810	99261508
810	92395151
812	87787438
813	83365109
813 78925934
815	72334315
816	69994016
816 64974912
817	62136052
819	57440560
820	52992924
820	51640668
822	47381795
822	44486810
824	41251040
825	38698121
825	36532681
827	32894274
827	30709066
829	28012230
830	26216491
830	24615829
832	22809381
833	21019027
833	19701573
835	17742420
836	16526275
836	15049590
837	14421450
839	12551159
840	11804852
841	11030755
842	9446473
843	8816994
844	8186076
845	7434549
846	7100466
847	6354661
848	6235712
849	5608564
850	5120591
